gRNA	gene	S1	S2	S3
ACTRT3_+_169487327.23-P1P2|ACTRT3_+_169487342.23-P1P2	ACTRT3	   nan	   nan	   nan
ACVR1B_-_52345530.23-P1P2|ACVR1B_+_52345561.23-P1P2	ACVR1B	   nan	   nan	   nan
ACVR1C_+_158485339.23-P1P2|ACVR1C_-_158485307.23-P1P2	ACVR1C	   nan	   nan	   nan
ACVR1_+_158732232.23-P1P2|ACVR1_+_158732079.23-P1P2	ACVR1	   nan	   nan	   nan
ACVR2A_+_148602343.23-P1P2|ACVR2A_-_148602102.23-P1P2	ACVR2A	   nan	   nan	   nan
ACVR2B_+_38495339.23-P1P2|ACVR2B_+_38495606.23-P1P2	ACVR2B	   nan	   nan	   nan
ACVRL1_-_52300776.23-P1P2|ACVRL1_+_52300726.23-P1P2	ACVRL1	   nan	   nan	   nan
ACY1_-_52017547.23-P1P2|ACY1_-_52017631.23-P1P2	ACY1	   nan	   nan	   nan
ACY3_+_67414985.23-P2|ACY3_-_67414970.23-P2	ACY3	   nan	   nan	   nan
ACY3_-_67418149.23-P1|ACY3_+_67418110.23-P1	ACY3	   nan	   nan	   nan
ACYP1_-_75530711.23-P1|ACYP1_-_75530695.23-P1	ACYP1	   nan	   nan	   nan
ACYP1_-_75536179.23-P2|ACYP1_-_75536194.23-P2	ACYP1	   nan	   nan	   nan
ACYP2_-_54342821.23-P1P2|ACYP2_+_54342748.23-P1P2	ACYP2	   nan	   nan	   nan
ADAD1_-_123300726.23-P1P2|ADAD1_-_123300755.23-P1P2	ADAD1	   nan	   nan	   nan
ADAD2_-_84224870.23-P1P2|ADAD2_+_84224814.23-P1P2	ADAD2	   nan	   nan	   nan
ADAL_-_43623140.23-P1P2|ADAL_-_43623106.23-P1P2	ADAL	   nan	   nan	   nan
ADAM10_+_59041886.23-P1P2|ADAM10_-_59041703.23-P1P2	ADAM10	   nan	   nan	   nan
ADAM11_+_42836787.23-P1P2|ADAM11_-_42836572.23-P1P2	ADAM11	   nan	   nan	   nan
ADAM12_-_128077031.23-P1P2|ADAM12_-_128077010.23-P1P2	ADAM12	   nan	   nan	   nan
ADAM15_+_155023841.23-P1P2|ADAM15_+_155023860.23-P1P2	ADAM15	   nan	   nan	   nan
ADAM17_-_9695930.23-P1P2|ADAM17_+_9695837.23-P1P2	ADAM17	   nan	   nan	   nan
ADAM18_-_39442196.23-P1P2|ADAM18_+_39442286.23-P1P2	ADAM18	   nan	   nan	   nan
ADAM19_+_157002746.23-P1P2|ADAM19_+_157002739.23-P1P2	ADAM19	   nan	   nan	   nan
ADAM20_-_71001696.23-P1P2|ADAM20_+_71001702.23-P1P2	ADAM20	   nan	   nan	   nan
ADAM21_+_70918885.23-P1P2|ADAM21_-_70918928.23-P1P2	ADAM21	   nan	   nan	   nan
ADAM22_+_87563621.23-P1P2|ADAM22_-_87563632.23-P1P2	ADAM22	   nan	   nan	   nan
ADAM23_+_207308275.23-P1P2|ADAM23_-_207308295.23-P1P2	ADAM23	   nan	   nan	   nan
ADAM28_+_24151604.23-P1P2|ADAM28_+_24151646.23-P1P2	ADAM28	   nan	   nan	   nan
ADAM29_+_175839643.23-P1P2|ADAM29_+_175839773.23-P1P2	ADAM29	   nan	   nan	   nan
ADAM2_-_39695737.23-P1P2|ADAM2_-_39695635.23-P1P2	ADAM2	   nan	   nan	   nan
ADAM30_+_120439094.23-P1P2|ADAM30_-_120439090.23-P1P2	ADAM30	   nan	   nan	   nan
ADAM32_+_38965299.23-P1P2|ADAM32_+_38965287.23-P1P2	ADAM32	   nan	   nan	   nan
ADAM33_-_3662638.23-P1P2|ADAM33_+_3662647.23-P1P2	ADAM33	   nan	   nan	   nan
ADAM7_-_24298561.23-P1P2|ADAM7_-_24298558.23-P1P2	ADAM7	   nan	   nan	   nan
ADAM8_-_135090331.23-P1P2|ADAM8_-_135090322.23-P1P2	ADAM8	   nan	   nan	   nan
ADAM9_-_38854499.23-P1P2|ADAM9_-_38854561.23-P1P2	ADAM9	   nan	   nan	   nan
ADAMDEC1_+_24242054.23-P1P2|ADAMDEC1_+_24242051.23-P1P2	ADAMDEC1	   nan	   nan	   nan
ADAMTS10_+_8675562.23-P1P2|ADAMTS10_+_8675559.23-P1P2	ADAMTS10	   nan	   nan	   nan
ADAMTS12_-_33892078.23-P1P2|ADAMTS12_+_33892096.23-P1P2	ADAMTS12	   nan	   nan	   nan
ADAMTS13_+_136287556.23-P1P2|ADAMTS13_-_136287562.23-P1P2	ADAMTS13	   nan	   nan	   nan
ADAMTS14_-_72432303.23-P1P2|ADAMTS14_-_72432297.23-P1P2	ADAMTS14	   nan	   nan	   nan
ADAMTS15_+_130318737.23-P1P2|ADAMTS15_+_130318578.23-P1P2	ADAMTS15	   nan	   nan	   nan
ADAMTS16_+_5140497.23-P2|ADAMTS16_+_5140486.23-P2	ADAMTS16	   nan	   nan	   nan
ADAMTS16_+_5146341.23-P1|ADAMTS16_+_5146377.23-P1	ADAMTS16	   nan	   nan	   nan
ADAMTS17_+_100882122.23-P1P2|ADAMTS17_-_100882166.23-P1P2	ADAMTS17	   nan	   nan	   nan
ADAMTS18_+_77468890.23-P1P2|ADAMTS18_-_77468873.23-P1P2	ADAMTS18	   nan	   nan	   nan
ADAMTS19_+_128796021.23-P1P2|ADAMTS19_+_128796013.23-P1P2	ADAMTS19	   nan	   nan	   nan
ADAMTS1_+_28216554.23-P2|ADAMTS1_+_28216594.23-P2	ADAMTS1	   nan	   nan	   nan
ADAMTS1_+_28217664.23-P1|ADAMTS1_+_28217658.23-P1	ADAMTS1	   nan	   nan	   nan
ADAMTS20_+_43945953.23-P1P2|ADAMTS20_+_43945912.23-P1P2	ADAMTS20	   nan	   nan	   nan
ADAMTS2_-_178772408.23-P1P2|ADAMTS2_-_178772444.23-P1P2	ADAMTS2	   nan	   nan	   nan
ADAMTS3_-_73434891.23-P1P2|ADAMTS3_-_73434871.23-P1P2	ADAMTS3	   nan	   nan	   nan
ADAMTS4_+_161168828.23-P1P2|ADAMTS4_-_161168836.23-P1P2	ADAMTS4	   nan	   nan	   nan
ADAMTS5_-_28339372.23-P1P2|ADAMTS5_-_28339421.23-P1P2	ADAMTS5	   nan	   nan	   nan
ADAMTS6_+_64777661.23-P1P2|ADAMTS6_-_64777602.23-P1P2	ADAMTS6	   nan	   nan	   nan
ADAMTS7_-_79103729.23-P1P2|ADAMTS7_+_79103613.23-P1P2	ADAMTS7	   nan	   nan	   nan
ADAMTS8_-_130298510.23-P1P2|ADAMTS8_+_130298490.23-P1P2	ADAMTS8	   nan	   nan	   nan
ADAMTS9_+_64673035.23-P1P2|ADAMTS9_-_64673170.23-P1P2	ADAMTS9	   nan	   nan	   nan
ADAMTSL1_+_18474201.23-P1P2|ADAMTSL1_-_18474157.23-P1P2	ADAMTSL1	   nan	   nan	   nan
ADAMTSL2_-_136399861.23-P1P2|ADAMTSL2_+_136399841.23-P1P2	ADAMTSL2	   nan	   nan	   nan
ADAMTSL3_-_84323067.23-P1P2|ADAMTSL3_-_84322944.23-P1P2	ADAMTSL3	   nan	   nan	   nan
ADAMTSL4_-_150521934.23-P1P2|ADAMTSL4_+_150521916.23-P1P2	ADAMTSL4	   nan	   nan	   nan
ADAMTSL5_-_1512947.23-P1P2|ADAMTSL5_-_1512963.23-P1P2	ADAMTSL5	   nan	   nan	   nan
ADAP1_+_994282.23-P1P2|ADAP1_+_994276.23-P1P2	ADAP1	   nan	   nan	   nan
ADAP2_-_29249001.23-P1P2|ADAP2_+_29249009.23-P1P2	ADAP2	   nan	   nan	   nan
ADARB1_-_46494561.23-P1P2|ADARB1_+_46494897.23-P1P2	ADARB1	   nan	   nan	   nan
ADARB2_+_1779687.23-ENST00000381312.1|ADARB2_-_1779460.23-ENST00000381312.1	ADARB2	   nan	   nan	   nan
ADAR_-_154580658.23-P1|ADAR_-_154580605.23-P1	ADAR	   nan	   nan	   nan
ADAR_-_154599983.23-P2|ADAR_+_154600408.23-P2	ADAR	   nan	   nan	   nan
ADAT1_+_75657125.23-P1P2|ADAT1_+_75656919.23-P1P2	ADAT1	   nan	   nan	   nan
ADAT2_-_143771826.23-P1P2|ADAT2_+_143771740.23-P1P2	ADAT2	   nan	   nan	   nan
ADAT3_+_1907955.23-P2|ADAT3_+_1908004.23-P2	ADAT3	   nan	   nan	   nan
ADAT3_-_1905438.23-P1|ADAT3_+_1905424.23-P1	ADAT3	   nan	   nan	   nan
ADA_+_43280285.23-P1P2|ADA_+_43280282.23-P1P2	ADA	   nan	   nan	   nan
ADCK1_-_78266523.23-P1P2|ADCK1_-_78266512.23-P1P2	ADCK1	   nan	   nan	   nan
ADCK2_+_140372748.23-P1P2|ADCK2_+_140372768.23-P1P2	ADCK2	   nan	   nan	   nan
ADCK3_-_227128046.23-P1P2|ADCK3_-_227128055.23-P1P2	ADCK3	   nan	   nan	   nan
ADCK4_+_41222752.23-P1P2|ADCK4_-_41222769.23-P1P2	ADCK4	   nan	   nan	   nan
ADCK5_+_145597793.23-P1P2|ADCK5_-_145597781.23-P1P2	ADCK5	   nan	   nan	   nan
ADCY10_+_167883329.23-P1P2|ADCY10_-_167882911.23-P1P2	ADCY10	   nan	   nan	   nan
ADCY1_+_45614267.23-P1P2|ADCY1_-_45614293.23-P1P2	ADCY1	   nan	   nan	   nan
ADCY2_-_7396414.23-P1P2|ADCY2_-_7396463.23-P1P2	ADCY2	   nan	   nan	   nan
ADCY3_-_25143044.23-P1P2|ADCY3_-_25142849.23-P1P2	ADCY3	   nan	   nan	   nan
ADCY4_-_24804227.23-P1P2|ADCY4_-_24804233.23-P1P2	ADCY4	   nan	   nan	   nan
ADCY5_+_123168382.23-P1P2|ADCY5_-_123168354.23-P1P2	ADCY5	   nan	   nan	   nan
ADCY6_+_49182840.23-P1P2|ADCY6_+_49182614.23-P1P2	ADCY6	   nan	   nan	   nan
ADCY7_-_50300524.23-P1P2|ADCY7_-_50300498.23-P1P2	ADCY7	   nan	   nan	   nan
ADCY8_-_132053083.23-P1P2|ADCY8_-_132053093.23-P1P2	ADCY8	   nan	   nan	   nan
ADCY9_-_4166392.23-P1P2|ADCY9_+_4166432.23-P1P2	ADCY9	   nan	   nan	   nan
ADCYAP1R1_-_31091992.23-P1P2|ADCYAP1R1_-_31092299.23-P1P2	ADCYAP1R1	   nan	   nan	   nan
ADCYAP1_-_904591.23-P1P2|ADCYAP1_-_904647.23-P1P2	ADCYAP1	   nan	   nan	   nan
ADC_-_33546826.23-P1P2|ADC_-_33546829.23-P1P2	ADC	   nan	   nan	   nan
ADD1_-_2845605.23-P1P2|ADD1_-_2845599.23-P1P2	ADD1	   nan	   nan	   nan
ADD2_+_70995263.23-P1P2|ADD2_+_70995300.23-P1P2	ADD2	   nan	   nan	   nan
ADD3_-_111767767.23-P1P2|ADD3_-_111767783.23-P1P2	ADD3	   nan	   nan	   nan
ADGB_+_146920153.23-P1P2|ADGB_-_146920345.23-P1P2	ADGB	   nan	   nan	   nan
ADH1A_+_100212094.23-P1P2|ADH1A_-_100212162.23-P1P2	ADH1A	   nan	   nan	   nan
ADH1B_+_100242511.23-P1P2|ADH1B_-_100242333.23-P1P2	ADH1B	   nan	   nan	   nan
ADH1C_-_100273879.23-P1P2|ADH1C_-_100273923.23-P1P2	ADH1C	   nan	   nan	   nan
ADH4_+_100065429.23-P1P2|ADH4_+_100065433.23-P1P2	ADH4	   nan	   nan	   nan
ADH5_+_100009821.23-P1P2|ADH5_+_100009684.23-P1P2	ADH5	   nan	   nan	   nan
ADH6_-_100140386.23-P1P2|ADH6_+_100140286.23-P1P2	ADH6	   nan	   nan	   nan
ADH7_+_100356481.23-P1P2|ADH7_+_100356385.23-P1P2	ADH7	   nan	   nan	   nan
ADHFE1_-_67344732.23-P1P2|ADHFE1_-_67344792.23-P1P2	ADHFE1	   nan	   nan	   nan
ADI1_+_3523275.23-P1P2|ADI1_-_3523293.23-P1P2	ADI1	   nan	   nan	   nan
ADIG_+_37209911.23-P1P2|ADIG_+_37209902.23-P1P2	ADIG	   nan	   nan	   nan
ADIPOQ_+_186560526.23-P1P2|ADIPOQ_+_186560448.23-P1P2	ADIPOQ	   nan	   nan	   nan
ADIPOR1_+_202927394.23-P1P2|ADIPOR1_-_202927375.23-P1P2	ADIPOR1	   nan	   nan	   nan
ADIPOR2_-_1800242.23-P1P2|ADIPOR2_-_1800278.23-P1P2	ADIPOR2	   nan	   nan	   nan
ADIRF_-_88728314.23-P1P2|ADIRF_-_88728245.23-P1P2	ADIRF	   nan	   nan	   nan
ADK_-_75911025.23-P2|ADK_-_75911021.23-P2	ADK	   nan	   nan	   nan
ADK_-_75936578.23-P1|ADK_+_75936517.23-P1	ADK	   nan	   nan	   nan
ADM2_-_50920028.23-P1P2|ADM2_+_50920011.23-P1P2	ADM2	   nan	   nan	   nan
ADM5_+_50191862.23-P1P2|ADM5_+_50191867.23-P1P2	ADM5	   nan	   nan	   nan
ADM_+_10327266.23-P1P2|ADM_+_10326660.23-P1P2	ADM	   nan	   nan	   nan
ADNP2_-_77867648.23-P1P2|ADNP2_-_77867365.23-P1P2	ADNP2	   nan	   nan	   nan
ADNP_+_49547361.23-P1P2|ADNP_-_49547707.23-P1P2	ADNP	   nan	   nan	   nan
ADORA1_+_203097472.23-P1P2|ADORA1_+_203097450.23-P1P2	ADORA1	   nan	   nan	   nan
ADORA2A_-_24819888.23-P1P2|ADORA2A_-_24819903.23-P1P2	ADORA2A	   nan	   nan	   nan
ADORA2B_-_15848791.23-P1P2|ADORA2B_+_15848650.23-P1P2	ADORA2B	   nan	   nan	   nan
ADORA3_+_112031411.23-P1|ADORA3_+_112031386.23-P1	ADORA3	   nan	   nan	   nan
ADORA3_-_112046251.23-P2|ADORA3_+_112046115.23-P2	ADORA3	   nan	   nan	   nan
ADO_-_64564781.23-P1P2|ADO_-_64564623.23-P1P2	ADO	   nan	   nan	   nan
ADPGK_+_73076082.23-P1P2|ADPGK_+_73076066.23-P1P2	ADPGK	   nan	   nan	   nan
ADPRHL1_+_114107736.23-P1|ADPRHL1_+_114107533.23-P1	ADPRHL1	   nan	   nan	   nan
ADPRHL1_-_114103424.23-P2|ADPRHL1_-_114103435.23-P2	ADPRHL1	   nan	   nan	   nan
ADPRHL2_+_36554555.23-P1P2|ADPRHL2_-_36554523.23-P1P2	ADPRHL2	   nan	   nan	   nan
ADPRH_+_119298604.23-P1P2|ADPRH_+_119298812.23-P1P2	ADPRH	   nan	   nan	   nan
ADPRM_-_10600988.23-P1P2|ADPRM_+_10600958.23-P1P2	ADPRM	   nan	   nan	   nan
ADRA1A_-_26724797.23-P1P2|ADRA1A_+_26724406.23-P1P2	ADRA1A	   nan	   nan	   nan
ADRA1B_+_159343520.23-P1P2|ADRA1B_-_159343504.23-P1P2	ADRA1B	   nan	   nan	   nan
ADRA1D_-_4229926.23-P1P2|ADRA1D_-_4229650.23-P1P2	ADRA1D	   nan	   nan	   nan
ADRA2A_+_112836769.23-P1P2|ADRA2A_+_112836955.23-P1P2	ADRA2A	   nan	   nan	   nan
ADRA2B_-_96782246.23-P1P2|ADRA2B_-_96782243.23-P1P2	ADRA2B	   nan	   nan	   nan
ADRA2C_-_3767700.23-P1P2|ADRA2C_-_3767703.23-P1P2	ADRA2C	   nan	   nan	   nan
ADRB1_+_115803641.23-P1P2|ADRB1_-_115803895.23-P1P2	ADRB1	   nan	   nan	   nan
ADRB2_-_148206186.23-P1P2|ADRB2_+_148206227.23-P1P2	ADRB2	   nan	   nan	   nan
ADRB3_+_37824097.23-P1P2|ADRB3_-_37823993.23-P1P2	ADRB3	   nan	   nan	   nan
ADRBK1_-_67033953.23-P1P2|ADRBK1_+_67033933.23-P1P2	ADRBK1	   nan	   nan	   nan
ADRBK2_+_25960616.23-P1P2|ADRBK2_-_25960625.23-P1P2	ADRBK2	   nan	   nan	   nan
ADRM1_+_60878013.23-P1P2|ADRM1_-_60878073.23-P1P2	ADRM1	   nan	   nan	   nan
ADSL_-_40742737.23-P1P2|ADSL_-_40742729.23-P1P2	ADSL	   nan	   nan	   nan
ADSSL1_-_105190615.23-P1P2|ADSSL1_-_105190666.23-P1P2	ADSSL1	   nan	   nan	   nan
ADSS_-_244615160.23-P1P2|ADSS_-_244615191.23-P1P2	ADSS	   nan	   nan	   nan
ADTRP_-_11779009.23-P1P2|ADTRP_-_11778993.23-P1P2	ADTRP	   nan	   nan	   nan
AEBP1_+_44143999.23-P1P2|AEBP1_+_44144026.23-P1P2	AEBP1	   nan	   nan	   nan
AEBP2_+_19592658.23-P1P2|AEBP2_+_19592704.23-P1P2	AEBP2	   nan	   nan	   nan
AEN_-_89164606.23-P1P2|AEN_-_89164638.23-P1P2	AEN	   nan	   nan	   nan
AES_-_3062479.23-P1P2|AES_-_3062476.23-P1P2	AES	   nan	   nan	   nan
AFAP1L1_+_148651466.23-P1P2|AFAP1L1_-_148651676.23-P1P2	AFAP1L1	   nan	   nan	   nan
AFAP1L2_+_116164197.23-P1P2|AFAP1L2_-_116164240.23-P1P2	AFAP1L2	   nan	   nan	   nan
AFAP1_+_7941515.23-P1P2|AFAP1_-_7941481.23-P1P2	AFAP1	   nan	   nan	   nan
AFF1_+_87856192.23-P1P2|AFF1_-_87856182.23-P1P2	AFF1	   nan	   nan	   nan
AFF2_+_147582328.23-P1P2|AFF2_+_147582325.23-P1P2	AFF2	   nan	   nan	   nan
AFF3_+_100758974.23-P1P2|AFF3_-_100758793.23-P1P2	AFF3	   nan	   nan	   nan
AFF4_-_132299252.23-P1P2|AFF4_+_132299267.23-P1P2	AFF4	   nan	   nan	   nan
AFG3L2_-_12377212.23-P1P2|AFG3L2_-_12377232.23-P1P2	AFG3L2	   nan	   nan	   nan
AFMID_+_76183477.23-P1P2|AFMID_+_76183490.23-P1P2	AFMID	   nan	   nan	   nan
AFM_+_74347558.23-P1P2|AFM_+_74347685.23-P1P2	AFM	   nan	   nan	   nan
AFP_+_74316357.23-P2|AFP_+_74316369.23-P2	AFP	   nan	   nan	   nan
AFP_-_74301991.23-P1|AFP_-_74301988.23-P1	AFP	   nan	   nan	   nan
AFTPH_-_64751594.23-P1P2|AFTPH_-_64751572.23-P1P2	AFTPH	   nan	   nan	   nan
AGAP10_+_47239240.23-ENST00000413193.2|AGAP10_+_47239673.23-ENST00000413193.2	AGAP10	   nan	   nan	   nan
AGAP11_-_88730150.23-P1P2|AGAP11_+_88730713.23-P1P2	AGAP11	   nan	   nan	   nan
AGAP1_+_236403013.23-P1P2|AGAP1_-_236402788.23-P1P2	AGAP1	   nan	   nan	   nan
AGAP2_+_58135895.23-P1P2|AGAP2_+_58135858.23-P1P2	AGAP2	   nan	   nan	   nan
AGAP3_-_150783602.23-P1P2|AGAP3_+_150783556.23-P1P2	AGAP3	   nan	   nan	   nan
AGA_+_178363535.23-P1P2|AGA_-_178363567.23-P1P2	AGA	   nan	   nan	   nan
AGBL1_+_86685262.23-ENST00000441037.2|AGBL1_+_86685489.23-ENST00000441037.2	AGBL1	   nan	   nan	   nan
AGBL1_+_86686989.23-ENST00000421325.2|AGBL1_+_86687018.23-ENST00000421325.2	AGBL1	   nan	   nan	   nan
AGBL2_+_47736890.23-P1P2|AGBL2_+_47736896.23-P1P2	AGBL2	   nan	   nan	   nan
AGBL3_-_134671328.23-P1P2|AGBL3_-_134671452.23-P1P2	AGBL3	   nan	   nan	   nan
AGBL4_-_50489570.23-P1P2|AGBL4_-_50489541.23-P1P2	AGBL4	   nan	   nan	   nan
AGBL5_+_27274578.23-P1|AGBL5_+_27274969.23-P1	AGBL5	   nan	   nan	   nan
AGBL5_+_27276183.23-P2|AGBL5_+_27275965.23-P2	AGBL5	   nan	   nan	   nan
AGER_+_32151968.23-P1P2|AGER_+_32151976.23-P1P2	AGER	   nan	   nan	   nan
AGFG1_-_228336893.23-P1P2|AGFG1_-_228336896.23-P1P2	AGFG1	   nan	   nan	   nan
AGFG2_-_100136951.23-P1P2|AGFG2_-_100136848.23-P1P2	AGFG2	   nan	   nan	   nan
AGGF1_+_76326273.23-P1P2|AGGF1_+_76326308.23-P1P2	AGGF1	   nan	   nan	   nan
AGK_-_141251386.23-P1P2|AGK_-_141251280.23-P1P2	AGK	   nan	   nan	   nan
AGL_-_100315679.23-P1P2|AGL_-_100315704.23-P1P2	AGL	   nan	   nan	   nan
AGMAT_-_15911533.23-P1P2|AGMAT_+_15911485.23-P1P2	AGMAT	   nan	   nan	   nan
AGMO_+_15601600.23-P1P2|AGMO_-_15601543.23-P1P2	AGMO	   nan	   nan	   nan
AGO1_-_36349067.23-P1P2|AGO1_-_36349041.23-P1P2	AGO1	   nan	   nan	   nan
AGO2_-_141645534.23-P1P2|AGO2_+_141645724.23-P1P2	AGO2	   nan	   nan	   nan
AGO3_+_36396775.23-P1P2|AGO3_-_36396745.23-P1P2	AGO3	   nan	   nan	   nan
AGO4_+_36273634.23-P1P2|AGO4_+_36273598.23-P1P2	AGO4	   nan	   nan	   nan
AGPAT1_+_32143853.23-P1|AGPAT1_+_32143856.23-P1	AGPAT1	   nan	   nan	   nan
AGPAT1_+_32144829.23-P2|AGPAT1_+_32145529.23-P2	AGPAT1	   nan	   nan	   nan
AGPAT2_+_139581621.23-P1P2|AGPAT2_-_139581678.23-P1P2	AGPAT2	   nan	   nan	   nan
AGPAT3_+_45285114.23-P1P2|AGPAT3_+_45285099.23-P1P2	AGPAT3	   nan	   nan	   nan
AGPAT4_+_161694832.23-P1P2|AGPAT4_-_161695108.23-P1P2	AGPAT4	   nan	   nan	   nan
AGPAT5_+_6566209.23-P1P2|AGPAT5_+_6566173.23-P1P2	AGPAT5	   nan	   nan	   nan
AGPAT6_+_41435781.23-P1P2|AGPAT6_-_41435749.23-P1P2	AGPAT6	   nan	   nan	   nan
AGPAT9_+_84457483.23-P1P2|AGPAT9_+_84457464.23-P1P2	AGPAT9	   nan	   nan	   nan
AGPS_-_178257526.23-P1P2|AGPS_-_178257523.23-P1P2	AGPS	   nan	   nan	   nan
AGR2_+_16844571.23-P1P2|AGR2_+_16844579.23-P1P2	AGR2	   nan	   nan	   nan
AGR3_+_16921530.23-P1P2|AGR3_-_16921591.23-P1P2	AGR3	   nan	   nan	   nan
AGRN_+_955534.23-P1P2|AGRN_+_955472.23-P1P2	AGRN	   nan	   nan	   nan
AGRP_+_67517230.23-P1P2|AGRP_+_67517365.23-P1P2	AGRP	   nan	   nan	   nan
AGTPBP1_-_88356703.23-P1P2|AGTPBP1_-_88356586.23-P1P2	AGTPBP1	   nan	   nan	   nan
AGTR1_-_148415748.23-P1P2|AGTR1_-_148415793.23-P1P2	AGTR1	   nan	   nan	   nan
AGTR2_-_115301994.23-P1P2|AGTR2_-_115302232.23-P1P2	AGTR2	   nan	   nan	   nan
AGTRAP_+_11796247.23-P1P2|AGTRAP_+_11796254.23-P1P2	AGTRAP	   nan	   nan	   nan
AGT_+_230849819.23-P1P2|AGT_-_230849666.23-P1P2	AGT	   nan	   nan	   nan
AGXT2_-_35047966.23-P1P2|AGXT2_-_35047958.23-P1P2	AGXT2	   nan	   nan	   nan
AGXT_-_241808273.23-P1P2|AGXT_+_241808483.23-P1P2	AGXT	   nan	   nan	   nan
AHCTF1_-_247095134.23-P1P2|AHCTF1_+_247094988.23-P1P2	AHCTF1	   nan	   nan	   nan
AHCYL1_-_110527422.23-P1|AHCYL1_-_110527436.23-P1	AHCYL1	   nan	   nan	   nan
AHCYL1_-_110546765.23-P2|AHCYL1_+_110546691.23-P2	AHCYL1	   nan	   nan	   nan
AHCYL2_+_128864979.23-P1P2|AHCYL2_-_128864878.23-P1P2	AHCYL2	   nan	   nan	   nan
AHCY_-_32891145.23-P1P2|AHCY_-_32890950.23-P1P2	AHCY	   nan	   nan	   nan
AHDC1_+_27930650.23-P1P2|AHDC1_+_27930664.23-P1P2	AHDC1	   nan	   nan	   nan
AHI1_-_135818658.23-P1P2|AHI1_-_135818819.23-P1P2	AHI1	   nan	   nan	   nan
AHNAK2_+_105444688.23-P2|AHNAK2_-_105444648.23-P2	AHNAK2	   nan	   nan	   nan
AHNAK2_-_105436753.23-P1|AHNAK2_-_105436781.23-P1	AHNAK2	   nan	   nan	   nan
AHNAK_+_62313083.23-P2|AHNAK_+_62313086.23-P2	AHNAK	   nan	   nan	   nan
AHNAK_-_62314257.23-P1|AHNAK_-_62314203.23-P1	AHNAK	   nan	   nan	   nan
AHRR_+_321892.23-P1P2|AHRR_+_322709.23-P1P2	AHRR	   nan	   nan	   nan
AHR_-_17338343.23-P1P2|AHR_+_17338317.23-P1P2	AHR	   nan	   nan	   nan
AHSA1_-_77924482.23-P1P2|AHSA1_-_77924875.23-P1P2	AHSA1	   nan	   nan	   nan
AHSA2_+_61404654.23-P1P2|AHSA2_+_61404634.23-P1P2	AHSA2	   nan	   nan	   nan
AHSG_+_186330893.23-P1P2|AHSG_+_186330836.23-P1P2	AHSG	   nan	   nan	   nan
AHSP_-_31539252.23-P1P2|AHSP_+_31539439.23-P1P2	AHSP	   nan	   nan	   nan
AICDA_+_8765390.23-P1P2|AICDA_+_8765359.23-P1P2	AICDA	   nan	   nan	   nan
AIDA_-_222885963.23-P1P2|AIDA_-_222885496.23-P1P2	AIDA	   nan	   nan	   nan
AIF1L_+_133971957.23-P1P2|AIF1L_+_133971935.23-P1P2	AIF1L	   nan	   nan	   nan
AIF1_+_31583079.23-P1P2|AIF1_-_31583032.23-P1P2	AIF1	   nan	   nan	   nan
AIFM1_-_129299770.23-P1P2|AIFM1_+_129299638.23-P1P2	AIFM1	   nan	   nan	   nan
AIFM2_+_71892557.23-P1P2|AIFM2_+_71892542.23-P1P2	AIFM2	   nan	   nan	   nan
AIFM3_+_21319479.23-P2|AIFM3_+_21319522.23-P2	AIFM3	   nan	   nan	   nan
AIFM3_-_21321575.23-P1|AIFM3_-_21321616.23-P1	AIFM3	   nan	   nan	   nan
AIG1_+_143382079.23-P1P2|AIG1_+_143382050.23-P1P2	AIG1	   nan	   nan	   nan
AIM1L_+_26662903.23-P2|AIM1L_+_26662898.23-P2	AIM1L	   nan	   nan	   nan
AIM1L_+_26680595.23-P1|AIM1L_+_26680576.23-P1	AIM1L	   nan	   nan	   nan
AIM1_-_106960473.23-P1P2|AIM1_-_106960486.23-P1P2	AIM1	   nan	   nan	   nan
AIM2_-_159046491.23-P1P2|AIM2_+_159046458.23-P1P2	AIM2	   nan	   nan	   nan
AIMP1_+_107237731.23-P1P2|AIMP1_+_107237742.23-P1P2	AIMP1	   nan	   nan	   nan
AIMP2_+_6048922.23-P1P2|AIMP2_-_6048940.23-P1P2	AIMP2	   nan	   nan	   nan
AIPL1_-_6338440.23-P1P2|AIPL1_-_6338416.23-P1P2	AIPL1	   nan	   nan	   nan
AIP_+_67250544.23-P1P2|AIP_-_67250576.23-P1P2	AIP	   nan	   nan	   nan
AIRE_-_45705829.23-P1P2|AIRE_+_45705833.23-P1P2	AIRE	   nan	   nan	   nan
AJAP1_-_4714684.23-P1P2|AJAP1_-_4714913.23-P1P2	AJAP1	   nan	   nan	   nan
AJUBA_+_23451323.23-P1P2|AJUBA_+_23451722.23-P1P2	AJUBA	   nan	   nan	   nan
AK1_-_130639906.23-P1P2|AK1_+_130639940.23-P1P2	AK1	   nan	   nan	   nan
AK2_+_33502475.23-P1P2|AK2_+_33502042.23-P1P2	AK2	   nan	   nan	   nan
AK3_-_4741156.23-P1P2|AK3_-_4741205.23-P1P2	AK3	   nan	   nan	   nan
AK4_-_65613902.23-P1P2|AK4_+_65613321.23-P1P2	AK4	   nan	   nan	   nan
AK5_-_77747738.23-P1P2|AK5_-_77747887.23-P1P2	AK5	   nan	   nan	   nan
AK7_+_96858485.23-P1P2|AK7_-_96858538.23-P1P2	AK7	   nan	   nan	   nan
