gRNA	gene	S1	S2	S3
ZNF888_+_53420893.23-ENST00000454258.1|ZNF888_+_53420915.23-ENST00000454258.1	ZNF888	2.811937e-01	7.768782e-02	-6.805596e-02
ZNF888_+_53426698.23-ENST00000596623.1|ZNF888_-_53426685.23-ENST00000596623.1	ZNF888	-3.108267e-01	-1.465311e-01	-2.299925e-01
ZNF891_-_133706771.23-P1P2|ZNF891_+_133706824.23-P1P2	ZNF891	1.822531e-01	5.023277e-01	3.677623e-01
ZNF8_+_58790394.23-P1P2|ZNF8_+_58790344.23-P1P2	ZNF8	1.566658e-01	-2.994327e-01	1.808198e-01
ZNF90_+_20188835.23-P1P2|ZNF90_-_20188801.23-P1P2	ZNF90	1.921085e-03	5.826353e-01	-5.259130e-01
ZNF91_-_23578261.23-P1P2|ZNF91_-_23578258.23-P1P2	ZNF91	-8.898567e-01	-6.212059e-01	-3.624328e-01
ZNF92_+_64838836.23-P1P2|ZNF92_+_64838789.23-P1P2	ZNF92	-8.480108e-02	-5.592485e-02	3.245874e-01
ZNF93_+_20011803.23-P1P2|ZNF93_-_20011969.23-P1P2	ZNF93	-1.335300e-02	3.298393e-01	4.728820e-02
ZNF98_-_22604884.23-P1P2|ZNF98_-_22605127.23-P1P2	ZNF98	1.984607e-01	5.465467e-01	-2.992675e-02
ZNF99_-_22966897.23-P1P2|ZNF99_-_22966730.23-P1P2	ZNF99	4.599637e-02	8.977786e-01	-4.913070e-01
ZNFX1_-_47894741.23-P1P2|ZNFX1_+_47894572.23-P1P2	ZNFX1	-1.735079e-01	-5.253480e-01	-5.258766e-01
ZNHIT1_-_100861047.23-P1P2|ZNHIT1_-_100861482.23-P1P2	ZNHIT1	2.722320e+00	4.194593e+00	3.022582e+00
ZNHIT2_-_64885059.23-P1P2|ZNHIT2_-_64885126.23-P1P2	ZNHIT2	1.350403e+00	1.612253e-02	4.623601e+00
ZNHIT3_+_34842541.23-P1P2|ZNHIT3_-_34842510.23-P1P2	ZNHIT3	-2.417591e-02	2.068853e-01	-4.045847e+00
ZNHIT6_+_86173852.23-P1P2|ZNHIT6_-_86174058.23-P1P2	ZNHIT6	6.497870e-01	-1.162113e+00	4.707381e-02
ZNRD1_+_30029087.23-P1P2|ZNRD1_-_30029063.23-P1P2	ZNRD1	3.340568e-01	3.053530e+00	1.609304e+00
ZNRF1_+_75032912.23-P1P2|ZNRF1_-_75032975.23-P1P2	ZNRF1	1.211649e-01	7.586465e-01	-3.089861e-01
ZNRF2_-_30324598.23-P1P2|ZNRF2_+_30324250.23-P1P2	ZNRF2	-1.417821e-01	-1.998372e-01	9.073452e-02
ZNRF3_+_29279651.23-P1P2|ZNRF3_-_29279589.23-P1P2	ZNRF3	3.828858e-01	-8.238281e-01	2.567707e-01
ZNRF4_+_5455505.23-P1P2|ZNRF4_+_5455667.23-P1P2	ZNRF4	-1.629028e-01	2.170326e-01	4.560228e-01
ZP1_-_60637997.23-P1P2|ZP1_+_60637961.23-P1P2	ZP1	1.544797e-01	3.574713e-01	-5.616233e-02
ZP2_+_21222845.23-P1P2|ZP2_-_21222906.23-P1P2	ZP2	2.982059e-02	1.049890e+00	3.882490e-01
ZP3_+_76027045.23-P1P2|ZP3_+_76026920.23-P1P2	ZP3	-7.196599e-01	-4.263171e-01	8.836238e-02
ZP4_+_238053942.23-P1P2|ZP4_+_238053976.23-P1P2	ZP4	-7.042403e-01	-5.233750e-01	-7.122396e-01
ZPBP2_+_38024498.23-P1P2|ZPBP2_+_38024699.23-P1P2	ZPBP2	-2.921065e-01	2.591867e-01	2.706325e-01
ZPBP_+_50132810.23-P1P2|ZPBP_+_50132800.23-P1P2	ZPBP	-2.900528e-01	5.738790e-02	-4.171737e-01
ZPLD1_+_101818288.23-ENST00000491959.1|ZPLD1_+_101818302.23-ENST00000491959.1	ZPLD1	4.834318e-03	2.410306e-02	2.774458e-01
ZPLD1_+_102154348.23-ENST00000466937.1|ZPLD1_-_102154123.23-ENST00000466937.1	ZPLD1	3.355427e-01	7.956529e-01	-1.772563e-02
ZRANB1_+_126630761.23-ENST00000359653.4|ZRANB1_+_126630732.23-ENST00000359653.4	ZRANB1	-3.063332e-01	-4.894254e-01	-3.567112e-01
ZRANB2_-_71546722.23-P1P2|ZRANB2_-_71546527.23-P1P2	ZRANB2	4.344198e-01	1.004504e+00	3.714064e-01
ZRANB3_-_136288748.23-P1P2|ZRANB3_-_136288444.23-P1P2	ZRANB3	-5.218125e-01	-6.729690e-02	-1.708598e-01
ZRSR2_+_15808666.23-P1P2|ZRSR2_+_15808801.23-P1P2	ZRSR2	-1.830751e-01	-5.088251e-01	-5.753981e-01
ZSCAN10_-_3149213.23-P1P2|ZSCAN10_+_3149055.23-P1P2	ZSCAN10	-8.506137e-01	-4.559767e-01	-1.119578e+00
ZSCAN12_-_28367471.23-P1P2|ZSCAN12_+_28367494.23-P1P2	ZSCAN12	3.433810e-01	8.579865e-01	5.025130e-01
ZSCAN16_-_28092630.23-P1P2|ZSCAN16_-_28092417.23-P1P2	ZSCAN16	-2.558858e-01	9.869576e-01	-1.062528e+00
ZSCAN18_+_58609561.23-P1|ZSCAN18_+_58609581.23-P1	ZSCAN18	7.670898e-01	1.174633e+00	1.108566e+00
ZSCAN18_+_58629723.23-P2|ZSCAN18_+_58629745.23-P2	ZSCAN18	-2.142894e-01	-1.792671e-01	1.469729e-01
ZSCAN1_+_58545488.23-P1P2|ZSCAN1_+_58545508.23-P1P2	ZSCAN1	-9.196613e-02	2.018431e-01	-4.531619e-01
ZSCAN20_-_33938292.23-P1P2|ZSCAN20_-_33938302.23-P1P2	ZSCAN20	-1.851689e-01	2.805548e-01	-4.134632e-02
ZSCAN21_-_99647451.23-P1P2|ZSCAN21_-_99647464.23-P1P2	ZSCAN21	2.143980e+00	3.092701e+00	2.428201e+00
ZSCAN22_+_58838447.23-P1P2|ZSCAN22_-_58838453.23-P1P2	ZSCAN22	-1.942805e-04	-5.757582e-01	-3.385737e-01
ZSCAN23_+_28411046.23-P1P2|ZSCAN23_-_28411179.23-P1P2	ZSCAN23	2.222267e+00	5.211855e+00	1.847370e+00
ZSCAN25_+_99214620.23-P1P2|ZSCAN25_-_99214612.23-P1P2	ZSCAN25	-5.008088e-01	2.606482e-01	-8.704981e-01
ZSCAN26_+_28234822.23-P1P2|ZSCAN26_-_28234855.23-P1P2	ZSCAN26	-3.335845e-03	-3.303966e-01	3.951341e-01
ZSCAN29_+_43661192.23-P1P2|ZSCAN29_-_43661135.23-P1P2	ZSCAN29	-8.860145e-01	1.616931e+00	9.026169e-02
ZSCAN2_-_85144379.23-P1P2|ZSCAN2_+_85144488.23-P1P2	ZSCAN2	2.554749e+00	2.104902e+00	-7.753169e-02
ZSCAN30_-_32870157.23-P1P2|ZSCAN30_-_32870168.23-P1P2	ZSCAN30	1.145769e-01	5.148712e-01	-1.487513e-01
ZSCAN31_-_28303865.23-P2|ZSCAN31_-_28303881.23-P2	ZSCAN31	-2.031053e-01	2.037005e-01	2.496340e-01
ZSCAN31_-_28321946.23-P1|ZSCAN31_+_28321928.23-P1	ZSCAN31	-1.574413e-01	1.263268e+00	-6.434843e-01
ZSCAN32_-_3450934.23-P1P2|ZSCAN32_-_3450946.23-P1P2	ZSCAN32	-1.511477e+00	-3.147135e-01	-1.878893e+00
ZSCAN5A_+_56879717.23-ENST00000587340.1|ZSCAN5A_+_56879614.23-ENST00000587340.1	ZSCAN5A	6.534982e-01	3.387129e-01	4.281796e-01
ZSCAN5A_-_56739611.23-ENST00000391713.1,ENST00000592355.1|ZSCAN5A_+_56739568.23-ENST00000391713.1,ENST00000592355.1	ZSCAN5A	2.281942e-01	-9.454537e-01	-4.602855e-01
ZSCAN5B_+_56709050.23-ENST00000586855.2|ZSCAN5B_+_56709081.23-ENST00000586855.2	ZSCAN5B	-6.915372e-01	3.965615e-01	1.484397e-01
ZSCAN5B_-_56704354.23-ENST00000358992.3|ZSCAN5B_+_56704292.23-ENST00000358992.3	ZSCAN5B	5.048084e-01	4.095607e-01	-1.364325e-01
ZSCAN5D_+_56751801.23-ENST00000600684.1|ZSCAN5D_-_56751831.23-ENST00000600684.1	ZSCAN5D	7.707642e-02	-6.263914e-01	5.080973e-01
ZSCAN9_+_28193071.23-P1P2|ZSCAN9_+_28193120.23-P1P2	ZSCAN9	-3.730608e-01	2.743599e-01	-4.120247e-01
ZSWIM1_-_44509918.23-P1P2|ZSWIM1_-_44509872.23-P1P2	ZSWIM1	-7.297888e-01	-1.093304e+00	-3.849922e-01
ZSWIM2_+_187713880.23-P1P2|ZSWIM2_-_187713900.23-P1P2	ZSWIM2	4.353092e-01	1.119623e-01	4.916546e-01
ZSWIM3_+_44486286.23-P1P2|ZSWIM3_-_44486302.23-P1P2	ZSWIM3	-7.126491e-01	9.829209e-01	2.836867e-01
ZSWIM4_+_13906281.23-P1P2|ZSWIM4_-_13906242.23-P1P2	ZSWIM4	8.674323e-01	4.930013e-01	-2.869249e-01
ZSWIM5_-_45671985.23-P1P2|ZSWIM5_+_45672008.23-P1P2	ZSWIM5	-1.217115e-01	7.749611e-03	4.096035e-01
ZSWIM6_-_60628105.23-P1P2|ZSWIM6_-_60628102.23-P1P2	ZSWIM6	5.786089e-01	9.351311e-01	5.847459e-01
ZSWIM7_+_15902942.23-P1P2|ZSWIM7_+_15902924.23-P1P2	ZSWIM7	-1.879432e-01	-3.568452e-01	-9.808072e-02
ZSWIM8_-_75545415.23-P1P2|ZSWIM8_-_75545350.23-P1P2	ZSWIM8	8.049400e-02	-6.878291e-01	-3.748469e-01
ZUFSP_+_116989749.23-P1P2|ZUFSP_-_116989894.23-P1P2	ZUFSP	-3.167309e-01	-8.924276e-01	-2.025215e-01
ZW10_-_113644416.23-P1P2|ZW10_+_113644402.23-P1P2	ZW10	-8.045652e-01	-7.648335e-01	-2.821847e-01
ZWILCH_-_66797669.23-P1P2|ZWILCH_-_66797706.23-P1P2	ZWILCH	-4.590744e-02	-5.173684e-02	-7.254966e-02
ZWINT_+_58120993.23-P1P2|ZWINT_-_58120962.23-P1P2	ZWINT	9.419034e-01	3.796826e-01	1.047917e+00
ZXDA_-_57935869.23-P1P2|ZXDA_-_57936236.23-P1P2	ZXDA	4.295516e-02	5.498016e-01	5.231466e-01
ZXDB_+_57619152.23-P1P2|ZXDB_+_57619093.23-P1P2	ZXDB	2.441955e-01	-8.992744e-01	3.648569e-01
ZXDC_-_126194724.23-P1P2|ZXDC_+_126194759.23-P1P2	ZXDC	-9.155757e-03	-3.603097e-01	2.064908e-01
ZYG11A_+_53308479.23-P1P2|ZYG11A_+_53308476.23-P1P2	ZYG11A	-4.726422e-02	6.261581e-01	-2.276684e-02
ZYG11B_-_53192205.23-P1P2|ZYG11B_+_53192439.23-P1P2	ZYG11B	-8.642181e-01	-1.823893e+00	-1.187514e-01
ZYX_-_143078449.23-P1P2|ZYX_+_143078695.23-P1P2	ZYX	-4.314366e-01	-5.133533e-01	-2.727475e-01
ZZEF1_+_4046247.23-P1P2|ZZEF1_+_4046255.23-P1P2	ZZEF1	-7.718242e-01	-6.734322e-02	7.599270e-02
ZZZ3_-_78149063.23-P1P2|ZZZ3_+_78149066.23-P1P2	ZZZ3	3.028996e-01	4.992155e-01	-1.471621e-01
non-targeting_00005|non-targeting_01689	CTRLGENE	-1.756872e-01	-6.993082e-01	2.768909e-01
non-targeting_00006|non-targeting_00706	CTRLGENE	2.642187e-01	7.936619e-02	1.638692e-01
non-targeting_00010|non-targeting_02551	CTRLGENE	1.695128e-01	-2.719359e-01	-1.471921e-01
non-targeting_00013|non-targeting_01297	CTRLGENE	5.023961e-01	1.093560e-01	1.227312e-01
non-targeting_00018|non-targeting_00127	CTRLGENE	-1.891858e-01	5.317010e-01	1.109857e+00
non-targeting_00020|non-targeting_01323	CTRLGENE	2.558971e-02	-2.502567e-01	-5.094719e-01
non-targeting_00021|non-targeting_03430	CTRLGENE	2.386414e-01	-2.859850e-01	1.661365e-01
non-targeting_00022|non-targeting_02334	CTRLGENE	-2.320704e-01	1.776805e-01	2.528430e-01
non-targeting_00024|non-targeting_03061	CTRLGENE	-1.501300e-01	-2.225663e-01	5.624704e-01
non-targeting_00026|non-targeting_02263	CTRLGENE	-2.423254e-01	7.864518e-01	-3.309401e-01
non-targeting_00027|non-targeting_00143	CTRLGENE	-4.601897e-01	-1.063930e+00	-4.013210e-01
non-targeting_00031|non-targeting_00014	CTRLGENE	5.386290e-01	2.348036e-01	-5.251747e-01
non-targeting_00033|non-targeting_02025	CTRLGENE	-1.464887e-01	1.347829e-03	1.911017e-02
non-targeting_00035|non-targeting_03439	CTRLGENE	-1.726983e-01	5.363237e-01	-8.039086e-01
non-targeting_00037|non-targeting_03093	CTRLGENE	-1.612229e-01	1.747437e-01	-4.771541e-01
non-targeting_00038|non-targeting_00083	CTRLGENE	1.326247e-01	-3.444668e-01	7.839766e-01
non-targeting_00039|non-targeting_01771	CTRLGENE	3.725551e-01	-2.707787e-01	-5.164724e-01
non-targeting_00047|non-targeting_00882	CTRLGENE	-1.879893e-01	-3.941204e-01	-3.757873e-01
non-targeting_00050|non-targeting_03642	CTRLGENE	3.513412e-01	-3.774127e-01	3.658279e-02
non-targeting_00054|non-targeting_01095	CTRLGENE	1.979046e-01	6.802916e-02	-2.934829e-01
non-targeting_00057|non-targeting_00277	CTRLGENE	2.529559e-01	3.634100e-01	-2.287319e-01
non-targeting_00062|non-targeting_02518	CTRLGENE	-2.964047e-01	-1.341656e+00	2.741030e-01
non-targeting_00065|non-targeting_02434	CTRLGENE	9.365488e-01	-4.591115e-02	1.638761e-01
non-targeting_00068|non-targeting_00473	CTRLGENE	5.286575e-01	-1.425569e-01	2.515452e-01
non-targeting_00077|non-targeting_01678	CTRLGENE	6.665885e-01	-3.716120e-01	6.415808e-01
non-targeting_00081|non-targeting_03672	CTRLGENE	-1.577589e+00	1.470918e+00	2.758078e+00
non-targeting_00089|non-targeting_01490	CTRLGENE	5.790576e-01	7.239909e-01	-1.785730e-01
non-targeting_00092|non-targeting_00192	CTRLGENE	-1.865880e-01	5.733351e-01	1.035472e+00
non-targeting_00095|non-targeting_03143	CTRLGENE	-3.858210e-01	6.038650e-01	-1.423792e-01
non-targeting_00106|non-targeting_02193	CTRLGENE	-2.990286e-01	2.940438e-02	-3.241911e-01
non-targeting_00116|non-targeting_02560	CTRLGENE	5.035341e-01	3.412387e-01	-3.789678e-01
non-targeting_00119|non-targeting_02445	CTRLGENE	-1.461091e-01	-3.692061e-01	-8.550470e-03
non-targeting_00121|non-targeting_00339	CTRLGENE	4.183425e-01	-6.554856e-01	-3.080712e-01
non-targeting_00125|non-targeting_02335	CTRLGENE	1.963689e-01	-1.407030e-01	6.868244e-02
non-targeting_00131|non-targeting_02325	CTRLGENE	8.153305e-01	-8.616140e-01	1.284040e-01
non-targeting_00144|non-targeting_02076	CTRLGENE	-5.387068e-01	5.230100e-02	1.954318e-01
non-targeting_00147|non-targeting_03113	CTRLGENE	-5.197753e-02	6.059877e-01	3.595486e-01
non-targeting_00148|non-targeting_03204	CTRLGENE	1.166872e-01	-9.140036e-02	9.293778e-03
non-targeting_00153|non-targeting_00305	CTRLGENE	-1.291878e-01	5.387057e-01	-5.327282e-02
non-targeting_00158|non-targeting_01160	CTRLGENE	5.332748e+00	1.714269e-01	-9.866936e-01
non-targeting_00161|non-targeting_02254	CTRLGENE	-3.058440e-01	-8.026339e-01	-1.884055e+00
non-targeting_00162|non-targeting_02683	CTRLGENE	-8.637276e-01	7.365408e-01	-7.268321e-01
non-targeting_00163|non-targeting_00665	CTRLGENE	1.568297e-01	1.796513e-01	-3.645470e-01
non-targeting_00164|non-targeting_00374	CTRLGENE	3.462280e-01	7.617833e-01	2.288038e-01
non-targeting_00166|non-targeting_02207	CTRLGENE	-3.676107e-01	-1.424538e-01	3.126890e-01
non-targeting_00167|non-targeting_00392	CTRLGENE	3.864638e-01	1.671073e-01	4.567478e-01
non-targeting_00169|non-targeting_03010	CTRLGENE	-2.100541e-01	-8.884550e-01	-2.069224e-01
non-targeting_00170|non-targeting_02581	CTRLGENE	1.404112e-01	-1.930236e-01	1.115515e-01
non-targeting_00176|non-targeting_00949	CTRLGENE	1.426560e-01	8.735155e-02	-1.324236e-01
non-targeting_00177|non-targeting_02660	CTRLGENE	1.609132e-01	6.712748e-01	-2.811484e-01
non-targeting_00179|non-targeting_00898	CTRLGENE	1.625476e-02	-5.180474e-03	1.457807e-01
non-targeting_00180|non-targeting_01979	CTRLGENE	7.028138e-01	-1.540491e-01	9.679454e-02
non-targeting_00183|non-targeting_01885	CTRLGENE	5.645202e-03	2.243982e-01	5.296729e-01
non-targeting_00186|non-targeting_01726	CTRLGENE	1.518779e+00	2.325963e+00	1.049995e+00
non-targeting_00190|non-targeting_01408	CTRLGENE	5.201170e-01	6.284820e-01	-1.468497e-01
non-targeting_00198|non-targeting_01434	CTRLGENE	-2.991317e-01	-3.133571e-01	1.307884e+00
non-targeting_00204|non-targeting_00553	CTRLGENE	7.319274e-03	1.270416e-01	-6.771360e-02
non-targeting_00205|non-targeting_02976	CTRLGENE	-6.771162e-01	-6.211616e-02	-4.063783e-01
non-targeting_00209|non-targeting_00237	CTRLGENE	1.850293e-01	9.050124e-02	4.450626e-01
non-targeting_00210|non-targeting_02497	CTRLGENE	2.049668e-01	-4.692968e-01	8.809858e-01
non-targeting_00215|non-targeting_02292	CTRLGENE	-3.520741e-01	9.833900e-04	-3.876256e-03
non-targeting_00216|non-targeting_00857	CTRLGENE	-3.855798e-01	5.306672e-02	3.206677e-01
non-targeting_00218|non-targeting_00004	CTRLGENE	-3.861710e-01	9.161184e-02	3.581836e-01
non-targeting_00220|non-targeting_00362	CTRLGENE	2.454080e-01	2.094084e-01	-1.186928e-01
non-targeting_00227|non-targeting_01764	CTRLGENE	6.488119e-02	8.565980e-01	-3.479711e-02
non-targeting_00232|non-targeting_02519	CTRLGENE	4.333909e-01	2.334006e-01	5.276145e-01
non-targeting_00234|non-targeting_02569	CTRLGENE	3.266234e-01	2.998987e-01	-4.143772e-01
non-targeting_00246|non-targeting_01308	CTRLGENE	3.070315e-02	4.562786e-02	5.128075e-02
non-targeting_00247|non-targeting_00113	CTRLGENE	2.833009e-01	-1.984947e-01	5.475148e-01
non-targeting_00250|non-targeting_02146	CTRLGENE	-3.246594e-01	1.253975e-01	-3.612192e-01
non-targeting_00260|non-targeting_02215	CTRLGENE	3.968134e-02	2.669173e-01	3.005412e-01
non-targeting_00265|non-targeting_00888	CTRLGENE	-1.750207e+00	-1.510909e+00	2.120250e+00
non-targeting_00266|non-targeting_00589	CTRLGENE	1.775732e-01	-4.132934e-02	1.485579e-01
non-targeting_00271|non-targeting_03192	CTRLGENE	5.329074e-01	1.770458e-01	-6.267671e-01
non-targeting_00274|non-targeting_00794	CTRLGENE	-1.175120e+00	8.611968e-01	-6.020724e-01
non-targeting_00278|non-targeting_00279	CTRLGENE	-3.126419e-01	7.613221e-01	-3.765728e-01
non-targeting_00281|non-targeting_01340	CTRLGENE	-2.143981e+00	1.772311e-01	-8.350909e-01
non-targeting_00284|non-targeting_01289	CTRLGENE	7.757505e-01	-7.567470e-01	-8.779361e-02
non-targeting_00286|non-targeting_01420	CTRLGENE	2.900976e-01	-1.257337e-01	-7.901955e-01
non-targeting_00287|non-targeting_01691	CTRLGENE	1.829556e-01	6.132147e-02	-3.619377e-01
non-targeting_00288|non-targeting_00845	CTRLGENE	2.078284e-01	1.605317e-01	-1.724189e-01
non-targeting_00289|non-targeting_00015	CTRLGENE	-1.067451e-02	-5.583759e-01	2.521883e-01
non-targeting_00293|non-targeting_03688	CTRLGENE	-1.263771e-01	-3.506932e-01	-6.519815e-01
non-targeting_00295|non-targeting_00583	CTRLGENE	-4.253807e-02	-1.163931e+00	-8.722682e-02
non-targeting_00296|non-targeting_03582	CTRLGENE	-4.655107e-01	-1.935055e-01	4.011908e-01
non-targeting_00298|non-targeting_01888	CTRLGENE	4.385535e-02	-3.340196e-02	6.622873e-02
non-targeting_00306|non-targeting_00477	CTRLGENE	-3.250139e-01	-2.060249e-01	-2.846840e-01
non-targeting_00311|non-targeting_01406	CTRLGENE	6.270780e-01	1.061488e+00	-5.411556e-01
non-targeting_00313|non-targeting_01906	CTRLGENE	-7.918988e-01	-5.572830e-01	6.725005e-01
non-targeting_00314|non-targeting_02555	CTRLGENE	-3.965295e-01	-1.990897e-01	-1.990135e-02
non-targeting_00316|non-targeting_03115	CTRLGENE	-1.493680e+00	-7.019787e-01	-1.341082e+00
non-targeting_00317|non-targeting_00201	CTRLGENE	1.355450e-01	7.391859e-01	-3.236855e-01
non-targeting_00318|non-targeting_00877	CTRLGENE	-1.655209e-01	-6.281811e-01	-3.394784e-01
non-targeting_00320|non-targeting_01616	CTRLGENE	5.182815e-01	-2.998843e-01	4.759590e-01
non-targeting_00324|non-targeting_00868	CTRLGENE	9.147053e-02	-2.103163e-01	6.916967e-01
non-targeting_00326|non-targeting_00573	CTRLGENE	-1.042702e+00	-2.854576e-02	1.376825e-01
non-targeting_00327|non-targeting_01249	CTRLGENE	-3.992705e-01	-2.782454e-01	8.187671e-02
non-targeting_00332|non-targeting_01927	CTRLGENE	-5.597997e-01	4.069873e-01	-1.942057e-01
non-targeting_00340|non-targeting_03051	CTRLGENE	-5.497064e-01	-4.316766e-01	-3.124487e-01
non-targeting_00341|non-targeting_03528	CTRLGENE	2.287353e-02	1.492594e-01	7.656072e-03
non-targeting_00347|non-targeting_01314	CTRLGENE	-4.331445e-01	-5.255309e-01	2.467551e-01
non-targeting_00349|non-targeting_03722	CTRLGENE	5.863395e-01	-4.096412e-01	-1.273123e-01
non-targeting_00351|non-targeting_02158	CTRLGENE	2.168499e-02	-2.038505e-01	-3.258807e-01
non-targeting_00352|non-targeting_02915	CTRLGENE	-1.365125e-02	-2.461848e-01	-1.354135e-01
non-targeting_00355|non-targeting_01829	CTRLGENE	-2.027069e-01	3.350896e-01	1.422019e-01
non-targeting_00359|non-targeting_03671	CTRLGENE	-4.865329e-01	-3.724791e-02	6.753730e-01
non-targeting_00364|non-targeting_01292	CTRLGENE	6.393429e-01	1.242060e+00	1.152577e+00
non-targeting_00365|non-targeting_00876	CTRLGENE	1.310331e-02	1.826827e-01	2.728688e-02
non-targeting_00367|non-targeting_03658	CTRLGENE	-6.648550e-01	-1.372354e+00	8.924753e-02
non-targeting_00379|non-targeting_02968	CTRLGENE	3.635039e+00	5.589197e-01	1.636630e+00
non-targeting_00389|non-targeting_03628	CTRLGENE	5.563600e-01	-2.066256e-01	-7.769410e-02
non-targeting_00407|non-targeting_01523	CTRLGENE	2.509091e-01	2.683111e-01	-1.459312e-01
non-targeting_00410|non-targeting_00731	CTRLGENE	5.526411e-01	3.323716e-01	-1.881098e-02
non-targeting_00412|non-targeting_02913	CTRLGENE	-1.685202e-02	-4.694931e-02	-3.486178e-01
non-targeting_00419|non-targeting_02843	CTRLGENE	-1.672606e-01	-5.007466e-01	4.170106e-01
non-targeting_00426|non-targeting_01970	CTRLGENE	-5.156606e-01	-2.126268e-02	-1.839139e-01
non-targeting_00431|non-targeting_00275	CTRLGENE	6.355082e-02	3.071274e-01	5.429671e-01
non-targeting_00433|non-targeting_00254	CTRLGENE	-1.625983e-01	1.252527e-01	2.007906e-01
non-targeting_00438|non-targeting_00603	CTRLGENE	-3.655173e-02	-8.210537e-01	2.300045e-01
non-targeting_00442|non-targeting_01312	CTRLGENE	5.088995e-01	3.524022e-01	-4.336190e-01
non-targeting_00445|non-targeting_02824	CTRLGENE	5.995404e-01	-6.490392e-02	2.285617e-01
non-targeting_00446|non-targeting_00196	CTRLGENE	-2.246972e-01	-1.423245e-01	6.046511e-02
non-targeting_00447|non-targeting_03431	CTRLGENE	-3.998567e-01	8.509514e-02	2.373655e-01
non-targeting_00451|non-targeting_00262	CTRLGENE	-8.375864e-02	9.805996e-01	-4.310474e-01
non-targeting_00454|non-targeting_01874	CTRLGENE	-1.301026e-01	-3.617029e-01	-5.075184e-01
non-targeting_00461|non-targeting_01378	CTRLGENE	3.289089e-01	-3.761821e-01	2.584321e-01
non-targeting_00470|non-targeting_02343	CTRLGENE	-1.972639e-01	7.451720e-01	3.312319e-01
non-targeting_00474|non-targeting_03644	CTRLGENE	-3.847990e-01	5.985037e-01	3.185782e-01
non-targeting_00479|non-targeting_03515	CTRLGENE	-2.823761e-01	2.527076e-01	-3.904613e-01
non-targeting_00483|non-targeting_03391	CTRLGENE	3.775365e-01	-1.301891e-01	1.095001e-01
non-targeting_00484|non-targeting_03309	CTRLGENE	1.676453e-01	2.659388e-01	-4.108737e-01
non-targeting_00485|non-targeting_00653	CTRLGENE	1.119057e+00	9.337597e-01	1.558546e+00
non-targeting_00490|non-targeting_01841	CTRLGENE	-6.807981e-01	1.734114e-01	2.771085e-01
non-targeting_00492|non-targeting_00488	CTRLGENE	1.069520e-01	-3.207669e-01	-1.286167e-01
non-targeting_00495|non-targeting_01377	CTRLGENE	-5.088182e-01	1.723264e-01	1.410923e-01
non-targeting_00496|non-targeting_02153	CTRLGENE	-4.768059e-01	-7.519456e-01	-3.751438e+00
non-targeting_00497|non-targeting_01578	CTRLGENE	2.931644e-01	2.212642e-01	-6.445572e-01
non-targeting_00501|non-targeting_01502	CTRLGENE	-5.066199e-01	-4.461148e-01	2.781764e-01
non-targeting_00502|non-targeting_01405	CTRLGENE	9.676980e-01	-2.161161e-01	-6.554203e-01
non-targeting_00503|non-targeting_02159	CTRLGENE	-9.808789e-01	3.088374e-01	-4.694868e-01
non-targeting_00508|non-targeting_03570	CTRLGENE	1.745530e-01	5.064542e-02	2.340864e-01
non-targeting_00509|non-targeting_02389	CTRLGENE	-1.045811e-01	-1.181634e+00	1.644341e+00
non-targeting_00516|non-targeting_02940	CTRLGENE	-3.898455e-02	-4.348231e-01	-6.709323e-03
non-targeting_00517|non-targeting_01028	CTRLGENE	2.772154e-01	2.812846e-01	3.874523e-02
non-targeting_00518|non-targeting_03397	CTRLGENE	3.996408e-02	-8.213431e-01	-2.626621e-01
non-targeting_00528|non-targeting_03757	CTRLGENE	-6.702523e-01	8.023986e-02	2.509002e-01
non-targeting_00531|non-targeting_01795	CTRLGENE	-6.530652e-01	-4.917410e-01	-1.062391e-01
non-targeting_00533|non-targeting_00096	CTRLGENE	7.573293e-01	9.572997e-01	1.004925e+00
non-targeting_00537|non-targeting_00968	CTRLGENE	-2.004216e-01	1.388256e-01	-6.256100e-01
non-targeting_00538|non-targeting_03038	CTRLGENE	1.248242e-01	-3.295188e-02	2.401271e-01
non-targeting_00539|non-targeting_03531	CTRLGENE	-6.542740e-01	-9.060311e-01	3.856917e-01
non-targeting_00540|non-targeting_01609	CTRLGENE	2.410853e-01	-3.499751e-01	6.029440e-02
non-targeting_00541|non-targeting_03595	CTRLGENE	-2.933327e-01	-8.315771e-01	-1.558121e-01
non-targeting_00544|non-targeting_02386	CTRLGENE	1.317060e-01	-5.055831e-01	-4.909509e+00
non-targeting_00545|non-targeting_03125	CTRLGENE	-2.050934e-01	6.201889e-01	2.106880e-01
non-targeting_00550|non-targeting_00606	CTRLGENE	3.270305e-01	-5.016706e-01	-1.111959e+00
non-targeting_00552|non-targeting_02770	CTRLGENE	-5.716220e-01	-3.223776e-01	-9.297723e-01
non-targeting_00557|non-targeting_00240	CTRLGENE	-2.568150e-01	9.683716e-02	-7.209007e-02
non-targeting_00559|non-targeting_01021	CTRLGENE	4.440297e-01	3.814790e-01	7.311653e-02
non-targeting_00570|non-targeting_02137	CTRLGENE	-1.327335e-01	-4.506419e-02	-1.937971e-01
non-targeting_00582|non-targeting_02704	CTRLGENE	-3.131472e-01	-5.853677e-01	8.119055e-01
