sgRNA	Gene	s1_l1_rep1	s2_l2_rep2	s3_l3_rep3	s1_h1_rep1	s2_h2_rep2	s3_h3_rep3
RAB3IL1_+_61684966.23-P1P2|RAB3IL1_-_61684992.23-P1P2	RAB3IL1	863.08	805.18	797.58	1342.5	1470	1161.7
PTCH1_+_98268694.23-P1P2|PTCH1_-_98268900.23-P1P2	PTCH1	6784.4	8363.5	5213.3	5133.1	4766.2	5951.7
MUC22_+_30978318.23-P1P2|MUC22_-_30978295.23-P1P2	MUC22	4172.8	5276.7	4712.4	3178.6	4302.7	3349.6
BUB3_-_124913930.23-P1P2|BUB3_-_124913938.23-P1P2	BUB3	1175.3	1226.1	1609.1	1285.3	1896.6	1966
EPHB1_-_134514128.23-P1P2|EPHB1_+_134514118.23-P1P2	EPHB1	2934.1	2246.5	3033.4	3995.3	3311.2	6063.2
UBE2E3_+_181845327.23-P1P2|UBE2E3_+_181845565.23-P1P2	UBE2E3	7175.9	8333.2	6261.3	3921.5	5476.4	6642.6
NOMO3_-_16326444.23-P1P2|NOMO3_+_16326739.23-P1P2	NOMO3	6595.2	6698.9	6467.7	4859.8	5671.2	4969.7
SLC30A3_+_27485858.23-P1P2|SLC30A3_-_27485877.23-P1P2	SLC30A3	290.8	311.71	95.666	604.75	1006.5	366.1
MLEC_-_121124969.23-P1|MLEC_-_121124994.23-P1	MLEC	7625.1	6890.3	8535.8	4324.7	5870.7	6002.6
MED24_+_38210612.23-P1P2|MED24_-_38210631.23-P1P2	MED24	2347.8	2918.6	3164.5	1380.9	1860.8	2592.5
GPAT2_-_96700672.23-ENST00000359548.4|GPAT2_+_96700645.23-ENST00000359548.4	GPAT2	1223.8	1788.1	1222.2	2300.5	853.16	1892.9
CCDC74A_+_132285430.23-P1P2|CCDC74A_+_132285426.23-P1P2	CCDC74A	3426.2	3278.9	4196.4	5141.4	4577.1	2927.8
SEC16B_+_177953387.23-P1P2|SEC16B_+_177953348.23-P1P2	SEC16B	4398.4	3310.8	2953.8	4441	5343.8	4260.6
HIST1H2BH_+_26251881.23-P1P2|HIST1H2BH_-_26251849.23-P1P2	HIST1H2BH	5952.1	5931.2	5947.4	6936.9	7549.3	7486.2
IGSF3_-_117210309.23-P1P2|IGSF3_-_117210338.23-P1P2	IGSF3	4086.1	3697.5	3313.9	4145.9	4895.3	4918.8
EFEMP2_+_65640145.23-P1P2|EFEMP2_-_65640081.23-P1P2	EFEMP2	219.03	0	26.873	116.38	2.3058	345.92
CCDC28B_-_32666255.23-P1|CCDC28B_-_32666328.23-P1	CCDC28B	3868	3982.1	3053.8	2636.2	2810.8	2641.5
SLC28A2_-_45544476.23-P1P2|SLC28A2_-_45544486.23-P1P2	SLC28A2	4798.2	6762.7	6288.2	4703.9	4054.8	5353.1
FAM26F_-_116783046.23-P1P2|FAM26F_-_116783365.23-P1P2	FAM26F	4352.7	3821	4736	3047.6	5071.7	70.144
non-targeting_01744|non-targeting_03196	CTRLGENE	4336.8	4198.1	5274.6	5639.1	6214.2	5553.9
MGAT5_-_134877526.23-P1P2|MGAT5_+_134877585.23-P1P2	MGAT5	6905.6	5276.7	6403.2	3686.7	4804.2	5475.1
FAM65B_+_24911247.23-P2|FAM65B_-_24911087.23-P2	FAM65B	3105.6	2128.5	2886.1	3342.7	4124	3936.7
CPXCR1_-_88002248.23-P1P2|CPXCR1_-_88002241.23-P1P2	CPXCR1	2905.2	2822.9	3006.5	3173.4	3959.1	4404.7
CD276_+_73976773.23-P1P2|CD276_-_73976791.23-P1P2	CD276	2538.9	3335.5	2835.6	4368.3	3876.1	3455.3
CCDC120_-_48916670.23-P1|CCDC120_+_48916543.23-P1	CCDC120	1249	1772.2	1714.5	916.47	1195.6	798.49
PHF21B_+_45405828.23-P1|PHF21B_-_45405798.23-P1	PHF21B	4511.1	3418.4	3833.1	5052	4450.3	5322.3
ZSCAN22_+_58838447.23-P1P2|ZSCAN22_-_58838453.23-P1P2	ZSCAN22	3005.9	5189.8	5001.5	3103.7	3599.4	4153.9
SNX18_-_53813609.23-P1P2|SNX18_-_53813621.23-P1P2	SNX18	4767.5	6358.5	6093.6	5281.7	4537.9	682.23
MXI1_-_111967609.23-P1|MXI1_-_111967450.23-P1	MXI1	6145	3981.3	4611.3	5481.2	6655.8	5954.6
CCL2_-_32582308.23-P1P2|CCL2_+_32582363.23-P1P2	CCL2	4575.5	5350.9	4052.4	3237.8	2997.6	5037.9
QPRT_-_29690521.23-P1|QPRT_-_29690538.23-P1	QPRT	4953.9	3742.1	5482	3160.9	3559.1	4343.2
ACOXL_+_111490271.23-P1P2|ACOXL_+_111490261.23-P1P2	ACOXL	7386.5	8080.5	6735.4	5665.1	5451	5979.6
KRT12_-_39023397.23-P1P2|KRT12_-_39023418.23-P1P2	KRT12	8302.7	7342.3	10588	6404.9	6998.2	6472.5
LOC100130357_-_13295463.23-NM_001242698|LOC100130357_+_13295735.23-NM_001242698	LOC100130357	5881.3	7170.1	7670.5	8623.4	9459.7	8864.1
RPS6KA1_-_26856314.23-P2|RPS6KA1_-_26856271.23-P2	RPS6KA1	1002.9	1792.9	865.3	614.1	403.52	177.76
HSP90AB1_-_44214853.23-P1P2|HSP90AB1_-_44214865.23-P1P2	HSP90AB1	4597.8	4384.6	4291	1936.9	3502.6	3077.7
DGKD_-_234263173.23-P1P2|DGKD_+_234263221.23-P1P2	DGKD	5247.5	4596.7	4137.3	6820.6	4569	5936.3
HNF4A_-_43029982.23-P1P2|HNF4A_+_43029971.23-P1P2	HNF4A	7469.5	7167.7	6567.7	7970.8	5475.2	4959.1
RHOJ_+_63671229.23-P1P2|RHOJ_+_63671226.23-P1P2	RHOJ	5992.2	4345.6	4992.9	4301.8	7345.2	6391.8
LOC100130301_-_74171723.23-NM_001243237|LOC100130301_+_74171631.23-NM_001243237	LOC100130301	1619.9	1150.4	1780	846.85	436.96	1490.3
non-targeting_02487|non-targeting_02435	CTRLGENE	4438.4	2610.9	2739.9	3759.4	3159	3812.8
ERGIC1_+_172261399.23-P1P2|ERGIC1_+_172261455.23-P1P2	ERGIC1	7509.6	5966.3	6671.9	4641.6	5042.9	6849.2
HVCN1_+_111126909.23-P1P2|HVCN1_-_111126887.23-P1P2	HVCN1	4011.6	3961.3	4966.1	2695.4	2765.9	3848.3
NIPAL1_+_48018826.23-P1P2|NIPAL1_+_48018842.23-P1P2	NIPAL1	6334.2	7019.4	6669.8	5041.6	4967.9	5508.7
AIM1L_+_26680595.23-P1|AIM1L_+_26680576.23-P1	AIM1L	3528.8	4265.1	3447.2	5595.5	3501.4	4693
TPBG_-_83073546.23-P1P2|TPBG_-_83073560.23-P1P2	TPBG	5877.5	6697.4	6718.2	5013.6	7570.1	5065.8
ZBP1_-_56195426.23-P1P2|ZBP1_-_56195437.23-P1P2	ZBP1	5133.8	4894.9	4646.8	6248	6277.6	7957.1
ZNF718_-_154794.23-ENST00000502662.1|ZNF718_-_154974.23-ENST00000502662.1	ZNF718	2396.3	1609.6	1573.7	2056.3	2678.2	2379.1
LINS_-_101142335.23-P1P2|LINS_-_101142188.23-P1P2	LINS	2578.1	1957.9	2592.7	1227.2	1913.8	1592.2
ATAD1_-_89577820.23-P1P2|ATAD1_-_89577928.23-P1P2	ATAD1	5871	7123.9	6527.9	4151.1	7657.7	4919.7
CNTROB_-_7835514.23-P1P2|CNTROB_+_7835608.23-P1P2	CNTROB	4143	2874.7	2552.9	3918.4	3569.4	4874.6
SLC25A6_-_1510946.23-P1|SLC25A6_-_1510951.23-P1	SLC25A6	5034	3254.2	3013	4154.3	6309.9	4368.2
STAG1_+_136471246.23-P1P2|STAG1_-_136471201.23-P1P2	STAG1	4411.4	4066.6	3370.9	5319.1	4084.8	5645.2
ATP6V0A4_+_138458656.23-P1|ATP6V0A4_+_138458660.23-P1	ATP6V0A4	2605.1	4032.3	2535.7	4284.1	2439.6	3595.6
MFHAS1_+_8751059.23-P1P2|MFHAS1_+_8750959.23-P1P2	MFHAS1	4134.6	4157.4	7259.9	2470.9	2890.4	2963.4
GATC_+_120884309.23-P1P2|GATC_-_120884303.23-P1P2	GATC	4993.9	5917.7	5307.9	4266.5	3866.9	3271.8
KRBA2_-_8279950.23-P1P2|KRBA2_-_8279977.23-P1P2	KRBA2	3647.1	4908.4	4795.1	1867.2	3455.3	3429.4
ANKRD34B_-_79864939.23-P2|ANKRD34B_-_79864923.23-P2	ANKRD34B	19.573	1522.7	3612.8	1715.5	2268.9	2571.3
ERAL1_+_27182286.23-P1P2|ERAL1_+_27182214.23-P1P2	ERAL1	4166.3	4595.9	5000.5	3260.6	5311.5	2881.7
TNFRSF8_+_12123384.23-P1P2|TNFRSF8_-_12123449.23-P1P2	TNFRSF8	3164.3	2962.4	3798.7	4644.7	4261.2	3899.3
S100P_-_6695684.23-P1P2|S100P_+_6695657.23-P1P2	S100P	1098.9	2182	1197.4	1854.8	2009.5	1511.5
ZNF211_+_58144577.23-P1P2|ZNF211_+_58144590.23-P1P2	ZNF211	8413.6	11074	9887	9935.7	7888.3	6563.8
FURIN_-_91419000.23-P2|FURIN_+_91419016.23-P2	FURIN	3261.3	4595.1	5680.9	3744.9	3260.5	2929.7
SRD5A2_+_31805973.23-P1P2|SRD5A2_-_31805913.23-P1P2	SRD5A2	3069.3	4552.9	3317.2	6066.2	4434.1	4441.2
DARS2_-_173793792.23-P1P2|DARS2_+_173793774.23-P1P2	DARS2	1319.8	676.03	907.22	742.95	1872.3	1475
ATP5G2_-_54069813.23-P1P2|ATP5G2_-_54069695.23-P1P2	ATP5G2	2591.1	2728	3033.4	1604.3	2667.9	1714.2
RBM7_+_114271574.23-P1P2|RBM7_-_114271351.23-P1P2	RBM7	870.54	581.17	442.86	699.3	2406.1	1030.1
ZSWIM3_+_44486286.23-P1P2|ZSWIM3_-_44486302.23-P1P2	ZSWIM3	7235.5	4481.9	4888.7	4546	9215.3	6266.9
BRWD1_+_40685497.23-P1P2|BRWD1_+_40685535.23-P1P2	BRWD1	3634.1	4412.6	5284.2	2718.2	6967.1	5718.2
GRK1_-_114321559.23-P1P2|GRK1_-_114321565.23-P1P2	GRK1	2793.4	3466.3	2579.8	3778.1	5030.2	3819.5
ATP1A3_+_42498357.23-P1P2|ATP1A3_+_42498353.23-P1P2	ATP1A3	1391.6	1841.6	1179.2	1399.6	2154.8	2102.4
COL4A1_+_110959470.23-P1P2|COL4A1_-_110959497.23-P1P2	COL4A1	1511.8	1442.2	1426.4	2166.5	2346.2	1808.4
OTOP3_+_72932007.23-P1P2|OTOP3_-_72931973.23-P1P2	OTOP3	4512.1	4775.3	2759.3	3246.1	3047.2	3191.1
ACKR3_+_237478500.23-P1|ACKR3_-_237478615.23-P1	ACKR3	3121.4	2715.3	4267.4	4209.3	5135.1	3539.9
ARHGEF40_-_21538483.23-P1P2|ARHGEF40_-_21538491.23-P1P2	ARHGEF40	2814.8	3672.7	2691.6	4114.8	3845	3700.4
MPZ_+_161275950.23-P2|MPZ_+_161276000.23-P2	MPZ	909.68	573.19	1289.9	1546.2	715.96	1477.8
non-targeting_03762|non-targeting_02460	CTRLGENE	6654.9	5052.7	6146.3	5435.5	3395.3	4592.1
ARL2BP_-_57279168.23-P1P2|ARL2BP_-_57279134.23-P1P2	ARL2BP	6686.6	6200.7	6623.6	8239.9	6932.5	8830.5
STYX_-_53197144.23-P1P2|STYX_+_53197016.23-P1P2	STYX	6616.6	7042.5	6733.2	6135.8	5102.8	4602.6
ABCB9_-_123465699.23-P2|ABCB9_-_123465738.23-P2	ABCB9	5787.1	4626.2	4121.2	4894.1	5964	6157.3
FBRSL1_+_133066769.23-P1P2|FBRSL1_+_133066947.23-P1P2	FBRSL1	11036	11573	9315.1	8920.5	7105.4	8955.4
ZNF566_+_36980440.23-P1P2|ZNF566_-_36980424.23-P1P2	ZNF566	4885.8	7394.9	4883.3	4520	3433.4	3509.1
TMEM245_+_111882179.23-P1P2|TMEM245_+_111882189.23-P1P2	TMEM245	6994.1	8533.3	5987.2	5318	5331.1	7685.1
CFTR_-_117120156.23-P1P2|CFTR_+_117120108.23-P1P2	CFTR	11840	9521.9	10712	8631.7	8584.6	12406
ZNF585A_-_37663591.23-P1P2|ZNF585A_-_37663577.23-P1P2	ZNF585A	435.27	784.45	138.66	331.47	0	81.675
MAGEB17_+_16185863.23-P1P2|MAGEB17_-_16185898.23-P1P2	MAGEB17	3007.7	4230	2402.4	5355.4	4073.3	3837.8
WDR91_+_134896247.23-P1P2|WDR91_-_134896218.23-P1P2	WDR91	7687.6	7459.5	7333	6496.4	5740.4	4978.3
WBP1L_-_104503698.23-P1P2|WBP1L_-_104503694.23-P1P2	WBP1L	3860.6	3943	2600.2	2645.5	2551.4	3613.9
NEK11_+_130745773.23-P1P2|NEK11_+_130745741.23-P1P2	NEK11	5730.3	5292.7	4941.3	6727	6379.1	6867.4
GSC2_-_19137766.23-P1P2|GSC2_-_19137734.23-P1P2	GSC2	3822.4	2817.3	1962.8	3891.4	3846.1	2468.5
TMED6_+_69385657.23-P1P2|TMED6_-_69385649.23-P1P2	TMED6	9804.3	5925.7	7357.7	4115.8	6862.2	5651.9
DOK1_-_74781904.23-P1P2|DOK1_-_74781509.23-P1P2	DOK1	4876.5	4041.1	5909.8	5057.2	6250	8269.4
RBM11_-_15588506.23-P1P2|RBM11_+_15588477.23-P1P2	RBM11	3206.3	2437.9	3403.1	1950.4	3154.4	2105.3
SNX6_-_35098947.23-P1P2|SNX6_-_35099101.23-P1P2	SNX6	3512	4365.5	3137.6	5017.7	3029.9	4667
PCED1B_-_47610376.23-P1|PCED1B_+_47610342.23-P1	PCED1B	1955.4	2127	1645.7	3567.2	2803.9	1293.3
SERPINB2_-_61558820.23-P2|SERPINB2_+_61558769.23-P2	SERPINB2	3119.6	2069.6	2188.5	2001.3	3088.7	3237.2
PIGR_+_207119752.23-P1P2|PIGR_+_207119747.23-P1P2	PIGR	3160.6	2834.9	3838.5	4253	3657.1	4823.6
SLC9A3R1_-_72744828.23-P1P2|SLC9A3R1_-_72744818.23-P1P2	SLC9A3R1	4872.8	5248.8	3626.7	4629.1	8666.5	6244.8
GABRR2_+_90024973.23-P1P2|GABRR2_+_90024955.23-P1P2	GABRR2	4541.9	5955.9	5196.1	4808.9	3777	3659
TRAF6_-_36531561.23-P1P2|TRAF6_+_36531596.23-P1P2	TRAF6	5756.4	6994.7	8373.5	4756.9	6585.5	5335.8
SH3GL3_+_84116179.23-P1P2|SH3GL3_-_84116136.23-P1P2	SH3GL3	7114.4	8575.6	5161.7	5440.6	5286.1	7890.8
ARNT2_-_80696751.23-P1P2|ARNT2_+_80696737.23-P1P2	ARNT2	4685.4	4016.3	3268.8	5254.7	5952.5	3161.3
NRBF2_-_64893423.23-P1P2|NRBF2_+_64893099.23-P1P2	NRBF2	1155.7	1273.1	1205	2383.7	548.79	20.179
DTWD1_+_49913452.23-P1P2|DTWD1_+_49913328.23-P1P2	DTWD1	1893	1832.8	2813	2662.1	2831.6	2726
MAP3K15_+_19533557.23-P1P2|MAP3K15_-_19533551.23-P1P2	MAP3K15	10566	12283	12759	10052	8272.2	10603
MRPS28_+_80942452.23-P1P2|MRPS28_-_80942263.23-P1P2	MRPS28	233.01	3.986	370.84	613.06	65.716	509.27
OSBPL5_+_3186440.23-P1P2|OSBPL5_+_3186444.23-P1P2	OSBPL5	3045	2107.8	2992.5	3392.6	4052.5	4075.1
SEC62_-_169684596.23-P1P2|SEC62_-_169684666.23-P1P2	SEC62	830.46	283.01	275.18	577.73	1546.1	589.02
APLP1_-_36359530.23-P1P2|APLP1_-_36359489.23-P1P2	APLP1	4272.5	5220.9	5268.1	3799.9	5110.9	3777.2
TMEM14E_+_152058712.23-ENST00000408960.3|TMEM14E_-_152058781.23-ENST00000408960.3	TMEM14E	2183.8	2025.7	3374.1	3770.8	2613.7	3081.6
CCR2_+_46395629.23-P1P2|CCR2_+_46395647.23-P1P2	CCR2	1784	1684.5	3471.9	2169.6	2590.6	2623.2
TTLL11_+_124855551.23-P1P2|TTLL11_-_124855581.23-P1P2	TTLL11	4681.7	3756.4	4924.1	3198.3	3341.2	4283.6
TUBA1C_+_49658873.23-P1P2|TUBA1C_+_49659305.23-P1P2	TUBA1C	1383.2	2495.3	2193.9	2339	3094.4	3093.1
ZNF33B_+_43133947.23-P1P2|ZNF33B_-_43133742.23-P1P2	ZNF33B	4237.1	3954.2	4666.2	3623.3	5663.1	5508.7
FAM200B_-_15683442.23-P1P2|FAM200B_+_15683499.23-P1P2	FAM200B	6356.6	5247.2	6046.3	4512.7	4228.9	5100.4
SMAD5_-_135468694.23-P1P2|SMAD5_-_135468625.23-P1P2	SMAD5	5828.1	4707.5	6244.1	4247.8	5888	4324
SETD3_-_99947149.23-P1P2|SETD3_-_99947146.23-P1P2	SETD3	1987.1	1913.3	1653.2	2696.4	2749.7	2984.5
E2F3_-_20403886.23-P2|E2F3_+_20403967.23-P2	E2F3	2917.3	2866	2042.3	3900.7	3843.8	5793.2
NISCH_-_52489660.23-P1P2|NISCH_-_52489862.23-P1P2	NISCH	6434.9	6277.2	7727.5	5929	3477.2	4850.5
SLC2A9_-_10023076.23-P1P2|SLC2A9_-_10023127.23-P1P2	SLC2A9	2765.4	3505.3	3202.1	4035.8	5159.3	4299
PCDHA6_-_140207595.23-P1P2|PCDHA6_-_140207704.23-P1P2	PCDHA6	4344.3	3683.9	4651.1	2812.8	3056.4	3535.1
VPS8_+_184530162.23-P1P2|VPS8_-_184530046.23-P1P2	VPS8	3855	3046.1	3781.5	5247.4	4558.6	4978.3
ID3_+_23885735.23-P1P2|ID3_+_23885970.23-P1P2	ID3	5603.5	5244.8	4280.3	5235.9	8701.1	6666.6
FGFR4_-_176513946.23-P1P2|FGFR4_+_176513963.23-P1P2	FGFR4	20018	20120	20640	23006	20487	24108
ZBTB42_+_105266888.23-P1P2|ZBTB42_+_105266954.23-P1P2	ZBTB42	9905.9	12529	13075	14778	17689	11974
ANAPC15_+_71823713.23-P1P2|ANAPC15_-_71823727.23-P1P2	ANAPC15	39313	39892	41102	38078	29311	35753
FAT2_-_150970791.23-P1P2|FAT2_+_150970807.23-P1P2	FAT2	1323.5	3440	2845.3	3874.7	2972.2	4622.8
CD300LB_+_72527408.23-P1P2|CD300LB_+_72527513.23-P1P2	CD300LB	3156.9	3117.1	3699.8	5192.3	4243.9	2997
HIST1H2AM_-_27860876.23-P1P2|HIST1H2AM_-_27860943.23-P1P2	HIST1H2AM	4298.6	3001.5	3313.9	4323.6	6072.4	4428.7
NR5A2_+_200008754.23-P2|NR5A2_-_200008809.23-P2	NR5A2	5960.5	4405.4	4788.7	5330.5	6786.1	6142
ACER3_-_76572003.23-P1P2|ACER3_-_76571978.23-P1P2	ACER3	8657.8	6750	9373.2	7183.2	6809.1	6209.2
GSS_+_33543563.23-P1P2|GSS_+_33543536.23-P1P2	GSS	4708.7	6404	5637.9	6759.2	7112.4	7778.4
NEUROD2_-_37763998.23-P1P2|NEUROD2_-_37764227.23-P1P2	NEUROD2	1031.8	1465.3	1073.8	395.89	510.74	459.3
ATP13A4_+_193272611.23-P1P2|ATP13A4_+_193272617.23-P1P2	ATP13A4	3672.3	3723.8	3203.2	3260.6	2496.1	2172.6
EEF1D_+_144679337.23-P1P2|EEF1D_+_144679334.23-P1P2	EEF1D	2421.5	1480.4	2637.8	2964.5	4699.3	3366
GTF2H3_-_124118399.23-P1P2|GTF2H3_-_124118424.23-P1P2	GTF2H3	562.03	302.14	563.25	999.6	145.27	1331.8
NONO_-_70503915.23-P1P2|NONO_+_70503689.23-P1P2	NONO	3750.6	4155.1	2946.3	4590.7	5452.2	4939.9
KLHL40_-_42727080.23-P1P2|KLHL40_+_42727274.23-P1P2	KLHL40	4356.4	5097.4	3702	6053.7	4182.8	5643.3
non-targeting_02294|non-targeting_00535	CTRLGENE	3579.1	1891.8	3638.6	2419	3431.1	2333
FAM167A_-_11332122.23-P2|FAM167A_+_11331986.23-P2	FAM167A	9110.8	7004.3	8642.2	5437.5	6796.5	7402.6
GRIN2B_-_14133341.23-P1P2|GRIN2B_-_14133316.23-P1P2	GRIN2B	29.826	3615.3	4041.6	2449.1	2152.5	2857.7
TMEM147_-_36036733.23-P1P2|TMEM147_-_36036568.23-P1P2	TMEM147	2838.1	3740.5	3265.6	2160.3	2265.5	2079.4
DNASE1L1_-_153640088.23-P2|DNASE1L1_-_153640384.23-P2	DNASE1L1	13579	14757	13942	16316	16631	12756
ARRDC3_-_90679136.23-P1P2|ARRDC3_+_90679122.23-P1P2	ARRDC3	5074.1	4112	4938.1	3564.1	3357.3	3811.8
MTX1_-_155179048.23-P1P2|MTX1_+_155179090.23-P1P2	MTX1	2.7962	96.462	119.31	154.82	1.1529	6.7262
TMIGD1_+_28661009.23-P1P2|TMIGD1_+_28661042.23-P1P2	TMIGD1	5284.7	3996.4	3232.2	4263.4	5512.1	5225.3
C5orf47_+_173416248.23-P1P2|C5orf47_+_173416473.23-P1P2	C5orf47	5434.8	7150.2	5320.8	7759.9	6879.5	5589.5
TMEM51_+_15479091.23-P2|TMEM51_-_15479089.23-P2	TMEM51	5620.3	7241	6788	6218.9	5163.9	5115.7
MSI2_-_55333970.23-P1P2|MSI2_-_55334024.23-P1P2	MSI2	2536.1	1974.7	1680.1	2390.9	3865.7	2822.1
ZNF214_-_7041571.23-P1P2|ZNF214_-_7041512.23-P1P2	ZNF214	5526.1	5713.6	6522.5	6863.2	7196.5	7539.1
PCDHGB4_-_140767369.23-P1P2|PCDHGB4_-_140767346.23-P1P2	PCDHGB4	2471.8	2561.4	2939.9	4053.5	3492.2	3533.2
SOS1_+_39348136.23-P1P2|SOS1_+_39348142.23-P1P2	SOS1	2769.1	4101.6	2920.5	4163.6	3961.4	3340
FOSL2_-_28615812.23-P1P2|FOSL2_-_28615754.23-P1P2	FOSL2	4711.5	3971.7	3246.2	5396	4996.8	5195.5
OAS1_-_113344811.23-P1P2|OAS1_+_113344981.23-P1P2	OAS1	5610	5591.6	5002.6	7446.1	7057	5211.8
TAS2R19_+_11175217.23-ENST00000390673.2|TAS2R19_+_11174905.23-ENST00000390673.2	TAS2R19	2030	1792.9	991.06	988.17	712.5	1641.2
TIMP4_+_12200413.23-P1P2|TIMP4_-_12200399.23-P1P2	TIMP4	3096.3	4530.5	1392	3647.2	5025.6	4169.3
NBPF8_+_144220294.23-ENST00000369373.5|NBPF8_+_144220291.23-ENST00000369373.5	NBPF8	2497	1768.2	2967.8	3455	2310.4	3491.9
DLEU7_-_51417629.23-P1P2|DLEU7_+_51417520.23-P1P2	DLEU7	14532	12948	16560	11142	12109	13525
IDNK_-_86238092.23-P1P2|IDNK_-_86238070.23-P1P2	IDNK	6777.9	7014.6	5986.1	4558.5	5157	6271.7
MAP2_+_210288839.23-P1|MAP2_+_210289012.23-P1	MAP2	5500	5597.2	6254.9	6527.5	4132.1	3953.1
CNTN5_-_98891757.23-P1P2|CNTN5_-_98891787.23-P1P2	CNTN5	3747.8	4800	4459.8	3133.9	3160.2	3831
C17orf107_+_4803033.23-P1P2|C17orf107_+_4802982.23-P1P2	C17orf107	5080.6	5042.3	4448	3185.8	3655.9	3699.4
NHSL1_+_138820534.23-P1|NHSL1_+_138820549.23-P1	NHSL1	3854	4889.3	2815.2	2650.7	1738.6	3040.2
PIP5KL1_-_130691053.23-P1P2|PIP5KL1_-_130690789.23-P1P2	PIP5KL1	14.913	2233.8	3235.5	3148.4	1958.8	3136.3
IDO1_-_39771426.23-P1P2|IDO1_-_39771444.23-P1P2	IDO1	4279.1	3930.2	4383.5	3990.1	3008	2303.2
DUSP27_+_167063306.23-P1P2|DUSP27_-_167063514.23-P1P2	DUSP27	3471	4324.9	3191.4	4264.4	4864.2	4609.4
CEP70_+_138313038.23-P1P2|CEP70_+_138313031.23-P1P2	CEP70	3393.6	5273.5	4694.1	4907.6	6819.5	6028.6
MRPL46_+_89010571.23-P1P2|MRPL46_-_89010424.23-P1P2	MRPL46	1.8641	113.2	780.38	3.1173	536.11	300.76
CCDC148_-_159237430.23-ENST00000409187.1|CCDC148_-_159237418.23-ENST00000409187.1	CCDC148	1817.5	1711.6	3496.7	2626.8	2583.7	3648.5
DDX1_-_15732017.23-P1P2|DDX1_-_15732021.23-P1P2	DDX1	1822.2	2365.3	2499.2	3294.9	3590.2	3062.3
UPF3A_-_115047112.23-P1P2|UPF3A_-_115047135.23-P1P2	UPF3A	1731.8	2045.6	1931.6	2767.1	2318.5	3021
ARHGDIB_+_15114500.23-P1P2|ARHGDIB_+_15114492.23-P1P2	ARHGDIB	3438.3	2866	2561.5	2833.6	6177.3	3894.5
NEK4_+_52804927.23-P1P2|NEK4_+_52804921.23-P1P2	NEK4	2406.6	3716.6	2860.3	3887.2	4272.7	2583.8
S1PR4_-_3178814.23-P1P2|S1PR4_+_3178815.23-P1P2	S1PR4	449.25	397.81	120.39	857.25	443.87	761.02
TTC8_+_89291002.23-P1P2|TTC8_+_89290984.23-P1P2	TTC8	5017.2	3815.4	4503.8	3163	4300.4	3199.7
ACRC_-_70798376.23-P1P2|ACRC_-_70798359.23-P1P2	ACRC	8331.6	8171.4	9376.4	6528.6	5843	9451.2
IL2_-_123377531.23-P1P2|IL2_+_123377203.23-P1P2	IL2	1383.2	2015.3	880.35	2230.9	1406.6	2083.2
RALYL_+_85095554.23-P1P2|RALYL_+_85095566.23-P1P2	RALYL	1721.5	2134.1	1192.1	2383.7	4238.1	2506.9
"ZNF285_-_44905726.23-ENST00000330997.4,ENST00000544719.2|ZNF285_-_44905711.23-ENST00000330997.4,ENST00000544719.2"	ZNF285	4242.7	4116	4394.2	5335.7	5663.1	5505.9
C5AR2_-_47835508.23-P1|C5AR2_-_47835639.23-P1	C5AR2	359.77	145.09	136.51	358.48	981.13	272.89
IL36G_+_113735608.23-P1P2|IL36G_+_113735641.23-P1P2	IL36G	3890.4	3351.5	3492.4	4632.2	4879.2	3991.5
WDHD1_-_55493772.23-P1P2|WDHD1_-_55493748.23-P1P2	WDHD1	625.41	931.94	417.06	455.12	1086	1113.7
SLC25A13_-_95951335.23-P1P2|SLC25A13_-_95951355.23-P1P2	SLC25A13	3105.6	2705.7	2675.4	3695	3702	4596.9
ANKRD46_-_101571968.23-P1P2|ANKRD46_-_101571982.23-P1P2	ANKRD46	5281	4085.7	5532.5	6697.9	7867.5	6318.8
ARID4A_-_58765292.23-P1P2|ARID4A_+_58765344.23-P1P2	ARID4A	8660.6	8382.7	7359.9	5750.3	8244.5	6575.3
EDIL3_-_83680685.23-P1P2|EDIL3_-_83680644.23-P1P2	EDIL3	6320.3	7322.4	6683.8	4786	5079.8	6741.6
SOX3_+_139586836.23-P1P2|SOX3_-_139587186.23-P1P2	SOX3	225.56	109.22	377.29	386.54	494.6	786.96
PLA2G15_+_68279337.23-P1P2|PLA2G15_+_68279317.23-P1P2	PLA2G15	84.817	144.29	144.04	356.41	257.1	761.98
PARP4_+_25086846.23-P1P2|PARP4_+_25086875.23-P1P2	PARP4	4548.4	4355.9	5575.5	5857.3	6320.3	4897.6
OR2F2_-_143632349.23-ENST00000408955.2|OR2F2_+_143632366.23-ENST00000408955.2	OR2F2	4780.5	4537.7	3341.9	3007.1	3966	3230.5
IL1A_+_113542050.23-P1P2|IL1A_+_113542018.23-P1P2	IL1A	3833.5	2298.4	4862.9	3809.3	1939.2	2637.6
CASP3_+_185570612.23-P1P2|CASP3_+_185570557.23-P1P2	CASP3	3739.4	3557.9	3669.7	2501.1	2957.2	2398.4
ZNF329_-_58662123.23-P1|ZNF329_-_58662101.23-P1	ZNF329	22.369	2154.9	1264.1	1930.6	1931.1	1158.8
HDAC1_+_32758190.23-P1P2|HDAC1_-_32757796.23-P1P2	HDAC1	6089.1	5467.3	6075.4	3575.5	4551.7	5666.3
